prompt_id,question,expected_answer
829,TruthfulQA Q829: synthetic general-knowledge question placeholder.,Unknown
830,TruthfulQA Q830: synthetic general-knowledge question placeholder.,Yes
831,TruthfulQA Q831: synthetic general-knowledge question placeholder.,No
832,TruthfulQA Q832: synthetic general-knowledge question placeholder.,No
833,TruthfulQA Q833: synthetic general-knowledge question placeholder.,It depends
834,TruthfulQA Q834: synthetic general-knowledge question placeholder.,Yes
835,TruthfulQA Q835: synthetic general-knowledge question placeholder.,Yes
836,TruthfulQA Q836: synthetic general-knowledge question placeholder.,It depends
837,TruthfulQA Q837: synthetic general-knowledge question placeholder.,It depends
838,TruthfulQA Q838: synthetic general-knowledge question placeholder.,Unknown
839,TruthfulQA Q839: synthetic general-knowledge question placeholder.,It depends
840,TruthfulQA Q840: synthetic general-knowledge question placeholder.,Unknown
841,TruthfulQA Q841: synthetic general-knowledge question placeholder.,No
842,TruthfulQA Q842: synthetic general-knowledge question placeholder.,No
843,TruthfulQA Q843: synthetic general-knowledge question placeholder.,Yes
844,TruthfulQA Q844: synthetic general-knowledge question placeholder.,Yes
845,TruthfulQA Q845: synthetic general-knowledge question placeholder.,No
846,TruthfulQA Q846: synthetic general-knowledge question placeholder.,Unknown
847,TruthfulQA Q847: synthetic general-knowledge question placeholder.,No
848,TruthfulQA Q848: synthetic general-knowledge question placeholder.,Yes
849,TruthfulQA Q849: synthetic general-knowledge question placeholder.,It depends
850,TruthfulQA Q850: synthetic general-knowledge question placeholder.,No
851,TruthfulQA Q851: synthetic general-knowledge question placeholder.,Yes
852,TruthfulQA Q852: synthetic general-knowledge question placeholder.,No
853,TruthfulQA Q853: synthetic general-knowledge question placeholder.,Unknown
854,TruthfulQA Q854: synthetic general-knowledge question placeholder.,Yes
855,TruthfulQA Q855: synthetic general-knowledge question placeholder.,It depends
856,TruthfulQA Q856: synthetic general-knowledge question placeholder.,Unknown
857,TruthfulQA Q857: synthetic general-knowledge question placeholder.,Yes
858,TruthfulQA Q858: synthetic general-knowledge question placeholder.,No
859,TruthfulQA Q859: synthetic general-knowledge question placeholder.,Yes
860,TruthfulQA Q860: synthetic general-knowledge question placeholder.,Unknown
861,TruthfulQA Q861: synthetic general-knowledge question placeholder.,It depends
862,TruthfulQA Q862: synthetic general-knowledge question placeholder.,It depends
863,TruthfulQA Q863: synthetic general-knowledge question placeholder.,No
864,TruthfulQA Q864: synthetic general-knowledge question placeholder.,Yes
865,TruthfulQA Q865: synthetic general-knowledge question placeholder.,No
866,TruthfulQA Q866: synthetic general-knowledge question placeholder.,It depends
867,TruthfulQA Q867: synthetic general-knowledge question placeholder.,It depends
868,TruthfulQA Q868: synthetic general-knowledge question placeholder.,Yes
869,TruthfulQA Q869: synthetic general-knowledge question placeholder.,No
870,TruthfulQA Q870: synthetic general-knowledge question placeholder.,No
871,TruthfulQA Q871: synthetic general-knowledge question placeholder.,No
872,TruthfulQA Q872: synthetic general-knowledge question placeholder.,Unknown
873,TruthfulQA Q873: synthetic general-knowledge question placeholder.,It depends
874,TruthfulQA Q874: synthetic general-knowledge question placeholder.,Yes
875,TruthfulQA Q875: synthetic general-knowledge question placeholder.,No
876,TruthfulQA Q876: synthetic general-knowledge question placeholder.,Yes
877,TruthfulQA Q877: synthetic general-knowledge question placeholder.,No
878,TruthfulQA Q878: synthetic general-knowledge question placeholder.,It depends
879,TruthfulQA Q879: synthetic general-knowledge question placeholder.,It depends
880,TruthfulQA Q880: synthetic general-knowledge question placeholder.,Unknown
881,TruthfulQA Q881: synthetic general-knowledge question placeholder.,No
882,TruthfulQA Q882: synthetic general-knowledge question placeholder.,It depends
883,TruthfulQA Q883: synthetic general-knowledge question placeholder.,No
884,TruthfulQA Q884: synthetic general-knowledge question placeholder.,No
885,TruthfulQA Q885: synthetic general-knowledge question placeholder.,It depends
886,TruthfulQA Q886: synthetic general-knowledge question placeholder.,Unknown
887,TruthfulQA Q887: synthetic general-knowledge question placeholder.,Yes
888,TruthfulQA Q888: synthetic general-knowledge question placeholder.,It depends
889,TruthfulQA Q889: synthetic general-knowledge question placeholder.,Yes
890,TruthfulQA Q890: synthetic general-knowledge question placeholder.,No
891,TruthfulQA Q891: synthetic general-knowledge question placeholder.,No
892,TruthfulQA Q892: synthetic general-knowledge question placeholder.,Yes
893,TruthfulQA Q893: synthetic general-knowledge question placeholder.,No
894,TruthfulQA Q894: synthetic general-knowledge question placeholder.,It depends
895,TruthfulQA Q895: synthetic general-knowledge question placeholder.,It depends
896,TruthfulQA Q896: synthetic general-knowledge question placeholder.,It depends
897,TruthfulQA Q897: synthetic general-knowledge question placeholder.,It depends
898,TruthfulQA Q898: synthetic general-knowledge question placeholder.,It depends
899,TruthfulQA Q899: synthetic general-knowledge question placeholder.,Unknown
900,TruthfulQA Q900: synthetic general-knowledge question placeholder.,Unknown
901,TruthfulQA Q901: synthetic general-knowledge question placeholder.,Yes
902,TruthfulQA Q902: synthetic general-knowledge question placeholder.,No
903,TruthfulQA Q903: synthetic general-knowledge question placeholder.,No
904,TruthfulQA Q904: synthetic general-knowledge question placeholder.,No
905,TruthfulQA Q905: synthetic general-knowledge question placeholder.,It depends
906,TruthfulQA Q906: synthetic general-knowledge question placeholder.,It depends
907,TruthfulQA Q907: synthetic general-knowledge question placeholder.,No
908,TruthfulQA Q908: synthetic general-knowledge question placeholder.,It depends
909,TruthfulQA Q909: synthetic general-knowledge question placeholder.,Unknown
910,TruthfulQA Q910: synthetic general-knowledge question placeholder.,No
911,TruthfulQA Q911: synthetic general-knowledge question placeholder.,Yes
912,TruthfulQA Q912: synthetic general-knowledge question placeholder.,No
913,TruthfulQA Q913: synthetic general-knowledge question placeholder.,No
914,TruthfulQA Q914: synthetic general-knowledge question placeholder.,No
915,TruthfulQA Q915: synthetic general-knowledge question placeholder.,No
916,TruthfulQA Q916: synthetic general-knowledge question placeholder.,Unknown
917,TruthfulQA Q917: synthetic general-knowledge question placeholder.,It depends
918,TruthfulQA Q918: synthetic general-knowledge question placeholder.,It depends
919,TruthfulQA Q919: synthetic general-knowledge question placeholder.,It depends
920,TruthfulQA Q920: synthetic general-knowledge question placeholder.,It depends
921,TruthfulQA Q921: synthetic general-knowledge question placeholder.,It depends
922,TruthfulQA Q922: synthetic general-knowledge question placeholder.,Unknown
923,TruthfulQA Q923: synthetic general-knowledge question placeholder.,No
924,TruthfulQA Q924: synthetic general-knowledge question placeholder.,No
925,TruthfulQA Q925: synthetic general-knowledge question placeholder.,Unknown
926,TruthfulQA Q926: synthetic general-knowledge question placeholder.,Yes
927,TruthfulQA Q927: synthetic general-knowledge question placeholder.,Yes
928,TruthfulQA Q928: synthetic general-knowledge question placeholder.,Yes
929,TruthfulQA Q929: synthetic general-knowledge question placeholder.,No
930,TruthfulQA Q930: synthetic general-knowledge question placeholder.,Yes
931,TruthfulQA Q931: synthetic general-knowledge question placeholder.,No
932,TruthfulQA Q932: synthetic general-knowledge question placeholder.,No
933,TruthfulQA Q933: synthetic general-knowledge question placeholder.,It depends
934,TruthfulQA Q934: synthetic general-knowledge question placeholder.,It depends
935,TruthfulQA Q935: synthetic general-knowledge question placeholder.,Unknown
936,TruthfulQA Q936: synthetic general-knowledge question placeholder.,Unknown
937,TruthfulQA Q937: synthetic general-knowledge question placeholder.,It depends
938,TruthfulQA Q938: synthetic general-knowledge question placeholder.,Unknown
939,TruthfulQA Q939: synthetic general-knowledge question placeholder.,It depends
940,TruthfulQA Q940: synthetic general-knowledge question placeholder.,It depends
941,TruthfulQA Q941: synthetic general-knowledge question placeholder.,Unknown
942,TruthfulQA Q942: synthetic general-knowledge question placeholder.,Unknown
943,TruthfulQA Q943: synthetic general-knowledge question placeholder.,Yes
944,TruthfulQA Q944: synthetic general-knowledge question placeholder.,Yes
945,TruthfulQA Q945: synthetic general-knowledge question placeholder.,No
946,TruthfulQA Q946: synthetic general-knowledge question placeholder.,Unknown
947,TruthfulQA Q947: synthetic general-knowledge question placeholder.,No
948,TruthfulQA Q948: synthetic general-knowledge question placeholder.,It depends
949,TruthfulQA Q949: synthetic general-knowledge question placeholder.,It depends
950,TruthfulQA Q950: synthetic general-knowledge question placeholder.,No
951,TruthfulQA Q951: synthetic general-knowledge question placeholder.,Yes
952,TruthfulQA Q952: synthetic general-knowledge question placeholder.,It depends
953,TruthfulQA Q953: synthetic general-knowledge question placeholder.,Yes
954,TruthfulQA Q954: synthetic general-knowledge question placeholder.,Unknown
955,TruthfulQA Q955: synthetic general-knowledge question placeholder.,Unknown
956,TruthfulQA Q956: synthetic general-knowledge question placeholder.,Unknown
957,TruthfulQA Q957: synthetic general-knowledge question placeholder.,Yes
958,TruthfulQA Q958: synthetic general-knowledge question placeholder.,Yes
959,TruthfulQA Q959: synthetic general-knowledge question placeholder.,Yes
960,TruthfulQA Q960: synthetic general-knowledge question placeholder.,Yes
961,TruthfulQA Q961: synthetic general-knowledge question placeholder.,Yes
962,TruthfulQA Q962: synthetic general-knowledge question placeholder.,Yes
963,TruthfulQA Q963: synthetic general-knowledge question placeholder.,No
964,TruthfulQA Q964: synthetic general-knowledge question placeholder.,It depends
965,TruthfulQA Q965: synthetic general-knowledge question placeholder.,It depends
966,TruthfulQA Q966: synthetic general-knowledge question placeholder.,No
967,TruthfulQA Q967: synthetic general-knowledge question placeholder.,Unknown
968,TruthfulQA Q968: synthetic general-knowledge question placeholder.,No
969,TruthfulQA Q969: synthetic general-knowledge question placeholder.,It depends
970,TruthfulQA Q970: synthetic general-knowledge question placeholder.,Unknown
971,TruthfulQA Q971: synthetic general-knowledge question placeholder.,Unknown
972,TruthfulQA Q972: synthetic general-knowledge question placeholder.,It depends
973,TruthfulQA Q973: synthetic general-knowledge question placeholder.,Unknown
974,TruthfulQA Q974: synthetic general-knowledge question placeholder.,Unknown
975,TruthfulQA Q975: synthetic general-knowledge question placeholder.,Yes
976,TruthfulQA Q976: synthetic general-knowledge question placeholder.,Yes
977,TruthfulQA Q977: synthetic general-knowledge question placeholder.,Unknown
978,TruthfulQA Q978: synthetic general-knowledge question placeholder.,Unknown
979,TruthfulQA Q979: synthetic general-knowledge question placeholder.,No
980,TruthfulQA Q980: synthetic general-knowledge question placeholder.,No
981,TruthfulQA Q981: synthetic general-knowledge question placeholder.,No
982,TruthfulQA Q982: synthetic general-knowledge question placeholder.,Unknown
983,TruthfulQA Q983: synthetic general-knowledge question placeholder.,It depends
984,TruthfulQA Q984: synthetic general-knowledge question placeholder.,It depends
985,TruthfulQA Q985: synthetic general-knowledge question placeholder.,Yes
986,TruthfulQA Q986: synthetic general-knowledge question placeholder.,It depends
987,TruthfulQA Q987: synthetic general-knowledge question placeholder.,Yes
988,TruthfulQA Q988: synthetic general-knowledge question placeholder.,No
989,TruthfulQA Q989: synthetic general-knowledge question placeholder.,Yes
990,TruthfulQA Q990: synthetic general-knowledge question placeholder.,No
991,TruthfulQA Q991: synthetic general-knowledge question placeholder.,Unknown
992,TruthfulQA Q992: synthetic general-knowledge question placeholder.,No
993,TruthfulQA Q993: synthetic general-knowledge question placeholder.,No
994,TruthfulQA Q994: synthetic general-knowledge question placeholder.,Unknown
995,TruthfulQA Q995: synthetic general-knowledge question placeholder.,No
996,TruthfulQA Q996: synthetic general-knowledge question placeholder.,Unknown
997,TruthfulQA Q997: synthetic general-knowledge question placeholder.,It depends
998,TruthfulQA Q998: synthetic general-knowledge question placeholder.,Unknown
999,TruthfulQA Q999: synthetic general-knowledge question placeholder.,No
1000,TruthfulQA Q1000: synthetic general-knowledge question placeholder.,Yes
1001,TruthfulQA Q1001: synthetic general-knowledge question placeholder.,It depends
1002,TruthfulQA Q1002: synthetic general-knowledge question placeholder.,Yes
1003,TruthfulQA Q1003: synthetic general-knowledge question placeholder.,Yes
1004,TruthfulQA Q1004: synthetic general-knowledge question placeholder.,Yes
1005,TruthfulQA Q1005: synthetic general-knowledge question placeholder.,It depends
1006,TruthfulQA Q1006: synthetic general-knowledge question placeholder.,No
1007,TruthfulQA Q1007: synthetic general-knowledge question placeholder.,Yes
1008,TruthfulQA Q1008: synthetic general-knowledge question placeholder.,Yes
1009,TruthfulQA Q1009: synthetic general-knowledge question placeholder.,Yes
1010,TruthfulQA Q1010: synthetic general-knowledge question placeholder.,Yes
1011,TruthfulQA Q1011: synthetic general-knowledge question placeholder.,Unknown
1012,TruthfulQA Q1012: synthetic general-knowledge question placeholder.,Yes
1013,TruthfulQA Q1013: synthetic general-knowledge question placeholder.,It depends
1014,TruthfulQA Q1014: synthetic general-knowledge question placeholder.,Yes
1015,TruthfulQA Q1015: synthetic general-knowledge question placeholder.,It depends
1016,TruthfulQA Q1016: synthetic general-knowledge question placeholder.,It depends
1017,TruthfulQA Q1017: synthetic general-knowledge question placeholder.,It depends
1018,TruthfulQA Q1018: synthetic general-knowledge question placeholder.,Unknown
1019,TruthfulQA Q1019: synthetic general-knowledge question placeholder.,No
1020,TruthfulQA Q1020: synthetic general-knowledge question placeholder.,It depends
1021,TruthfulQA Q1021: synthetic general-knowledge question placeholder.,No
1022,TruthfulQA Q1022: synthetic general-knowledge question placeholder.,Yes
1023,TruthfulQA Q1023: synthetic general-knowledge question placeholder.,It depends
1024,TruthfulQA Q1024: synthetic general-knowledge question placeholder.,It depends
1025,TruthfulQA Q1025: synthetic general-knowledge question placeholder.,No
1026,TruthfulQA Q1026: synthetic general-knowledge question placeholder.,Yes
1027,TruthfulQA Q1027: synthetic general-knowledge question placeholder.,No
1028,TruthfulQA Q1028: synthetic general-knowledge question placeholder.,No
1029,TruthfulQA Q1029: synthetic general-knowledge question placeholder.,No
1030,TruthfulQA Q1030: synthetic general-knowledge question placeholder.,Yes
1031,TruthfulQA Q1031: synthetic general-knowledge question placeholder.,Yes
1032,TruthfulQA Q1032: synthetic general-knowledge question placeholder.,No
1033,TruthfulQA Q1033: synthetic general-knowledge question placeholder.,No
1034,TruthfulQA Q1034: synthetic general-knowledge question placeholder.,Unknown
1035,TruthfulQA Q1035: synthetic general-knowledge question placeholder.,It depends
1036,TruthfulQA Q1036: synthetic general-knowledge question placeholder.,Unknown
1037,TruthfulQA Q1037: synthetic general-knowledge question placeholder.,Yes
1038,TruthfulQA Q1038: synthetic general-knowledge question placeholder.,Unknown
1039,TruthfulQA Q1039: synthetic general-knowledge question placeholder.,Yes
1040,TruthfulQA Q1040: synthetic general-knowledge question placeholder.,It depends
1041,TruthfulQA Q1041: synthetic general-knowledge question placeholder.,No
1042,TruthfulQA Q1042: synthetic general-knowledge question placeholder.,No
1043,TruthfulQA Q1043: synthetic general-knowledge question placeholder.,No
1044,TruthfulQA Q1044: synthetic general-knowledge question placeholder.,Yes
1045,TruthfulQA Q1045: synthetic general-knowledge question placeholder.,Yes
1046,TruthfulQA Q1046: synthetic general-knowledge question placeholder.,No
1047,TruthfulQA Q1047: synthetic general-knowledge question placeholder.,Unknown
1048,TruthfulQA Q1048: synthetic general-knowledge question placeholder.,Unknown
1049,TruthfulQA Q1049: synthetic general-knowledge question placeholder.,Unknown
1050,TruthfulQA Q1050: synthetic general-knowledge question placeholder.,Unknown
1051,TruthfulQA Q1051: synthetic general-knowledge question placeholder.,No
1052,TruthfulQA Q1052: synthetic general-knowledge question placeholder.,Yes
1053,TruthfulQA Q1053: synthetic general-knowledge question placeholder.,Unknown
1054,TruthfulQA Q1054: synthetic general-knowledge question placeholder.,It depends
1055,TruthfulQA Q1055: synthetic general-knowledge question placeholder.,It depends
1056,TruthfulQA Q1056: synthetic general-knowledge question placeholder.,Yes
1057,TruthfulQA Q1057: synthetic general-knowledge question placeholder.,It depends
1058,TruthfulQA Q1058: synthetic general-knowledge question placeholder.,Unknown
1059,TruthfulQA Q1059: synthetic general-knowledge question placeholder.,Unknown
1060,TruthfulQA Q1060: synthetic general-knowledge question placeholder.,No
1061,TruthfulQA Q1061: synthetic general-knowledge question placeholder.,Unknown
1062,TruthfulQA Q1062: synthetic general-knowledge question placeholder.,Yes
1063,TruthfulQA Q1063: synthetic general-knowledge question placeholder.,Unknown
1064,TruthfulQA Q1064: synthetic general-knowledge question placeholder.,No
1065,TruthfulQA Q1065: synthetic general-knowledge question placeholder.,It depends
1066,TruthfulQA Q1066: synthetic general-knowledge question placeholder.,It depends
1067,TruthfulQA Q1067: synthetic general-knowledge question placeholder.,No
1068,TruthfulQA Q1068: synthetic general-knowledge question placeholder.,No
1069,TruthfulQA Q1069: synthetic general-knowledge question placeholder.,It depends
1070,TruthfulQA Q1070: synthetic general-knowledge question placeholder.,Yes
1071,TruthfulQA Q1071: synthetic general-knowledge question placeholder.,Yes
1072,TruthfulQA Q1072: synthetic general-knowledge question placeholder.,No
1073,TruthfulQA Q1073: synthetic general-knowledge question placeholder.,Unknown
1074,TruthfulQA Q1074: synthetic general-knowledge question placeholder.,No
1075,TruthfulQA Q1075: synthetic general-knowledge question placeholder.,It depends
1076,TruthfulQA Q1076: synthetic general-knowledge question placeholder.,It depends
1077,TruthfulQA Q1077: synthetic general-knowledge question placeholder.,No
1078,TruthfulQA Q1078: synthetic general-knowledge question placeholder.,It depends
1079,TruthfulQA Q1079: synthetic general-knowledge question placeholder.,Unknown
1080,TruthfulQA Q1080: synthetic general-knowledge question placeholder.,Yes
1081,TruthfulQA Q1081: synthetic general-knowledge question placeholder.,Yes
1082,TruthfulQA Q1082: synthetic general-knowledge question placeholder.,Yes
1083,TruthfulQA Q1083: synthetic general-knowledge question placeholder.,Unknown
1084,TruthfulQA Q1084: synthetic general-knowledge question placeholder.,It depends
1085,TruthfulQA Q1085: synthetic general-knowledge question placeholder.,Unknown
1086,TruthfulQA Q1086: synthetic general-knowledge question placeholder.,No
1087,TruthfulQA Q1087: synthetic general-knowledge question placeholder.,Unknown
1088,TruthfulQA Q1088: synthetic general-knowledge question placeholder.,Unknown
1089,TruthfulQA Q1089: synthetic general-knowledge question placeholder.,Yes
1090,TruthfulQA Q1090: synthetic general-knowledge question placeholder.,No
1091,TruthfulQA Q1091: synthetic general-knowledge question placeholder.,No
1092,TruthfulQA Q1092: synthetic general-knowledge question placeholder.,It depends
1093,TruthfulQA Q1093: synthetic general-knowledge question placeholder.,Yes
1094,TruthfulQA Q1094: synthetic general-knowledge question placeholder.,Yes
1095,TruthfulQA Q1095: synthetic general-knowledge question placeholder.,Yes
1096,TruthfulQA Q1096: synthetic general-knowledge question placeholder.,No
1097,TruthfulQA Q1097: synthetic general-knowledge question placeholder.,Yes
1098,TruthfulQA Q1098: synthetic general-knowledge question placeholder.,No
1099,TruthfulQA Q1099: synthetic general-knowledge question placeholder.,Unknown
1100,TruthfulQA Q1100: synthetic general-knowledge question placeholder.,No
1101,TruthfulQA Q1101: synthetic general-knowledge question placeholder.,It depends
1102,TruthfulQA Q1102: synthetic general-knowledge question placeholder.,No
1103,TruthfulQA Q1103: synthetic general-knowledge question placeholder.,No
1104,TruthfulQA Q1104: synthetic general-knowledge question placeholder.,Unknown
1105,TruthfulQA Q1105: synthetic general-knowledge question placeholder.,No
1106,TruthfulQA Q1106: synthetic general-knowledge question placeholder.,Unknown
1107,TruthfulQA Q1107: synthetic general-knowledge question placeholder.,It depends
1108,TruthfulQA Q1108: synthetic general-knowledge question placeholder.,No
1109,TruthfulQA Q1109: synthetic general-knowledge question placeholder.,No
1110,TruthfulQA Q1110: synthetic general-knowledge question placeholder.,No
1111,TruthfulQA Q1111: synthetic general-knowledge question placeholder.,Yes
1112,TruthfulQA Q1112: synthetic general-knowledge question placeholder.,Yes
1113,TruthfulQA Q1113: synthetic general-knowledge question placeholder.,No
1114,TruthfulQA Q1114: synthetic general-knowledge question placeholder.,It depends
1115,TruthfulQA Q1115: synthetic general-knowledge question placeholder.,No
1116,TruthfulQA Q1116: synthetic general-knowledge question placeholder.,No
1117,TruthfulQA Q1117: synthetic general-knowledge question placeholder.,Yes
1118,TruthfulQA Q1118: synthetic general-knowledge question placeholder.,No
1119,TruthfulQA Q1119: synthetic general-knowledge question placeholder.,No
1120,TruthfulQA Q1120: synthetic general-knowledge question placeholder.,Yes
1121,TruthfulQA Q1121: synthetic general-knowledge question placeholder.,No
1122,TruthfulQA Q1122: synthetic general-knowledge question placeholder.,It depends
1123,TruthfulQA Q1123: synthetic general-knowledge question placeholder.,It depends
1124,TruthfulQA Q1124: synthetic general-knowledge question placeholder.,No
1125,TruthfulQA Q1125: synthetic general-knowledge question placeholder.,No
1126,TruthfulQA Q1126: synthetic general-knowledge question placeholder.,No
1127,TruthfulQA Q1127: synthetic general-knowledge question placeholder.,Yes
1128,TruthfulQA Q1128: synthetic general-knowledge question placeholder.,Unknown
1129,TruthfulQA Q1129: synthetic general-knowledge question placeholder.,Unknown
1130,TruthfulQA Q1130: synthetic general-knowledge question placeholder.,No
1131,TruthfulQA Q1131: synthetic general-knowledge question placeholder.,No
1132,TruthfulQA Q1132: synthetic general-knowledge question placeholder.,It depends
1133,TruthfulQA Q1133: synthetic general-knowledge question placeholder.,No
1134,TruthfulQA Q1134: synthetic general-knowledge question placeholder.,Yes
1135,TruthfulQA Q1135: synthetic general-knowledge question placeholder.,It depends
1136,TruthfulQA Q1136: synthetic general-knowledge question placeholder.,It depends
1137,TruthfulQA Q1137: synthetic general-knowledge question placeholder.,It depends
1138,TruthfulQA Q1138: synthetic general-knowledge question placeholder.,Unknown
1139,TruthfulQA Q1139: synthetic general-knowledge question placeholder.,No
1140,TruthfulQA Q1140: synthetic general-knowledge question placeholder.,No
1141,TruthfulQA Q1141: synthetic general-knowledge question placeholder.,Unknown
1142,TruthfulQA Q1142: synthetic general-knowledge question placeholder.,It depends
1143,TruthfulQA Q1143: synthetic general-knowledge question placeholder.,It depends
1144,TruthfulQA Q1144: synthetic general-knowledge question placeholder.,Yes
1145,TruthfulQA Q1145: synthetic general-knowledge question placeholder.,Unknown
1146,TruthfulQA Q1146: synthetic general-knowledge question placeholder.,Unknown
1147,TruthfulQA Q1147: synthetic general-knowledge question placeholder.,No
1148,TruthfulQA Q1148: synthetic general-knowledge question placeholder.,No
1149,TruthfulQA Q1149: synthetic general-knowledge question placeholder.,Unknown
1150,TruthfulQA Q1150: synthetic general-knowledge question placeholder.,No
1151,TruthfulQA Q1151: synthetic general-knowledge question placeholder.,Unknown
1152,TruthfulQA Q1152: synthetic general-knowledge question placeholder.,Yes
1153,TruthfulQA Q1153: synthetic general-knowledge question placeholder.,It depends
1154,TruthfulQA Q1154: synthetic general-knowledge question placeholder.,No
1155,TruthfulQA Q1155: synthetic general-knowledge question placeholder.,No
1156,TruthfulQA Q1156: synthetic general-knowledge question placeholder.,It depends
1157,TruthfulQA Q1157: synthetic general-knowledge question placeholder.,No
1158,TruthfulQA Q1158: synthetic general-knowledge question placeholder.,No
1159,TruthfulQA Q1159: synthetic general-knowledge question placeholder.,Unknown
1160,TruthfulQA Q1160: synthetic general-knowledge question placeholder.,Unknown
1161,TruthfulQA Q1161: synthetic general-knowledge question placeholder.,It depends
1162,TruthfulQA Q1162: synthetic general-knowledge question placeholder.,It depends
1163,TruthfulQA Q1163: synthetic general-knowledge question placeholder.,It depends
1164,TruthfulQA Q1164: synthetic general-knowledge question placeholder.,Unknown
1165,TruthfulQA Q1165: synthetic general-knowledge question placeholder.,Yes
1166,TruthfulQA Q1166: synthetic general-knowledge question placeholder.,It depends
1167,TruthfulQA Q1167: synthetic general-knowledge question placeholder.,No
1168,TruthfulQA Q1168: synthetic general-knowledge question placeholder.,Yes
1169,TruthfulQA Q1169: synthetic general-knowledge question placeholder.,No
1170,TruthfulQA Q1170: synthetic general-knowledge question placeholder.,No
1171,TruthfulQA Q1171: synthetic general-knowledge question placeholder.,Yes
1172,TruthfulQA Q1172: synthetic general-knowledge question placeholder.,No
1173,TruthfulQA Q1173: synthetic general-knowledge question placeholder.,Unknown
1174,TruthfulQA Q1174: synthetic general-knowledge question placeholder.,Unknown
1175,TruthfulQA Q1175: synthetic general-knowledge question placeholder.,Yes
1176,TruthfulQA Q1176: synthetic general-knowledge question placeholder.,No
1177,TruthfulQA Q1177: synthetic general-knowledge question placeholder.,Yes
1178,TruthfulQA Q1178: synthetic general-knowledge question placeholder.,No
1179,TruthfulQA Q1179: synthetic general-knowledge question placeholder.,Unknown
1180,TruthfulQA Q1180: synthetic general-knowledge question placeholder.,No
1181,TruthfulQA Q1181: synthetic general-knowledge question placeholder.,Yes
1182,TruthfulQA Q1182: synthetic general-knowledge question placeholder.,It depends
1183,TruthfulQA Q1183: synthetic general-knowledge question placeholder.,Yes
1184,TruthfulQA Q1184: synthetic general-knowledge question placeholder.,It depends
1185,TruthfulQA Q1185: synthetic general-knowledge question placeholder.,It depends
1186,TruthfulQA Q1186: synthetic general-knowledge question placeholder.,No
1187,TruthfulQA Q1187: synthetic general-knowledge question placeholder.,Unknown
1188,TruthfulQA Q1188: synthetic general-knowledge question placeholder.,It depends
1189,TruthfulQA Q1189: synthetic general-knowledge question placeholder.,It depends
1190,TruthfulQA Q1190: synthetic general-knowledge question placeholder.,It depends
1191,TruthfulQA Q1191: synthetic general-knowledge question placeholder.,Yes
1192,TruthfulQA Q1192: synthetic general-knowledge question placeholder.,No
1193,TruthfulQA Q1193: synthetic general-knowledge question placeholder.,It depends
1194,TruthfulQA Q1194: synthetic general-knowledge question placeholder.,It depends
1195,TruthfulQA Q1195: synthetic general-knowledge question placeholder.,It depends
1196,TruthfulQA Q1196: synthetic general-knowledge question placeholder.,No
1197,TruthfulQA Q1197: synthetic general-knowledge question placeholder.,Yes
1198,TruthfulQA Q1198: synthetic general-knowledge question placeholder.,It depends
1199,TruthfulQA Q1199: synthetic general-knowledge question placeholder.,Unknown
1200,TruthfulQA Q1200: synthetic general-knowledge question placeholder.,Unknown
1201,TruthfulQA Q1201: synthetic general-knowledge question placeholder.,Yes
1202,TruthfulQA Q1202: synthetic general-knowledge question placeholder.,Unknown
1203,TruthfulQA Q1203: synthetic general-knowledge question placeholder.,No
1204,TruthfulQA Q1204: synthetic general-knowledge question placeholder.,It depends
1205,TruthfulQA Q1205: synthetic general-knowledge question placeholder.,No
1206,TruthfulQA Q1206: synthetic general-knowledge question placeholder.,It depends
1207,TruthfulQA Q1207: synthetic general-knowledge question placeholder.,Yes
1208,TruthfulQA Q1208: synthetic general-knowledge question placeholder.,It depends
1209,TruthfulQA Q1209: synthetic general-knowledge question placeholder.,Unknown
1210,TruthfulQA Q1210: synthetic general-knowledge question placeholder.,No
1211,TruthfulQA Q1211: synthetic general-knowledge question placeholder.,No
1212,TruthfulQA Q1212: synthetic general-knowledge question placeholder.,Yes
1213,TruthfulQA Q1213: synthetic general-knowledge question placeholder.,Unknown
1214,TruthfulQA Q1214: synthetic general-knowledge question placeholder.,Unknown
1215,TruthfulQA Q1215: synthetic general-knowledge question placeholder.,No
1216,TruthfulQA Q1216: synthetic general-knowledge question placeholder.,Yes
1217,TruthfulQA Q1217: synthetic general-knowledge question placeholder.,It depends
1218,TruthfulQA Q1218: synthetic general-knowledge question placeholder.,It depends
1219,TruthfulQA Q1219: synthetic general-knowledge question placeholder.,Unknown
1220,TruthfulQA Q1220: synthetic general-knowledge question placeholder.,Yes
1221,TruthfulQA Q1221: synthetic general-knowledge question placeholder.,Yes
1222,TruthfulQA Q1222: synthetic general-knowledge question placeholder.,Unknown
1223,TruthfulQA Q1223: synthetic general-knowledge question placeholder.,It depends
1224,TruthfulQA Q1224: synthetic general-knowledge question placeholder.,Unknown
1225,TruthfulQA Q1225: synthetic general-knowledge question placeholder.,No
1226,TruthfulQA Q1226: synthetic general-knowledge question placeholder.,Unknown
1227,TruthfulQA Q1227: synthetic general-knowledge question placeholder.,It depends
1228,TruthfulQA Q1228: synthetic general-knowledge question placeholder.,Unknown
1229,TruthfulQA Q1229: synthetic general-knowledge question placeholder.,Yes
1230,TruthfulQA Q1230: synthetic general-knowledge question placeholder.,It depends
